a,b,auc,confusion_rate,centroid_dist,same_base,adjacent_version,near_relative,structurally_related,same_family,same_org,same_arch,same_tokenizer,relation_inferred
tiiuae/Falcon3-10B-Instruct,tiiuae/Falcon3-7B-Instruct,0.9387975778546713,0.14705882352941177,48.75973630137865,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-3B-Instruct,0.9688581314878892,0.0661764705882353,51.72287923863795,False,True,True,True,True,True,True,True,False
HuggingFaceH4/zephyr-7b-beta,nvidia/Llama3-ChatQA-1.5-8B,0.9705882352941176,0.058823529411764705,50.1987411120969,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,0.9842128027681661,0.058823529411764705,52.001942197579886,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3-medium-4k-instruct,0.9852941176470589,0.044117647058823525,47.379296426628045,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-mini-128k-instruct,microsoft/Phi-3-mini-4k-instruct,0.9874567474048442,0.03676470588235294,41.59250350079295,False,True,True,True,True,True,True,True,False
HuggingFaceH4/zephyr-7b-beta,openchat/openchat-3.6-8b-20240522,0.9894031141868512,0.04411764705882353,52.73839183207297,False,False,False,False,False,False,False,False,False
openchat/openchat-3.6-8b-20240522,openchat/openchat_3.5,0.9913494809688581,0.03676470588235294,46.50449724809672,False,False,False,False,False,True,False,False,False
Deci/DeciLM-7B-instruct,openchat/openchat-3.6-8b-20240522,0.9924307958477508,0.029411764705882353,54.656943394375084,False,False,False,False,False,False,False,False,False
nvidia/Llama3-ChatQA-1.5-8B,openchat/openchat-3.6-8b-20240522,0.9930795847750865,0.029411764705882353,63.746582011808314,True,False,True,True,True,False,True,True,False
mistralai/Mistral-7B-Instruct-v0.2,mistralai/Mistral-7B-Instruct-v0.3,0.9950259515570934,0.022058823529411763,51.584360139517855,False,True,True,True,True,True,True,True,False
ibm-granite/granite-3.0-8b-instruct,openchat/openchat-3.6-8b-20240522,0.995674740484429,0.022058823529411766,66.0649516677489,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-0.5B-Instruct,0.9961072664359861,0.007352941176470588,57.52381194288188,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-1.5B-Instruct,Qwen/Qwen2-7B-Instruct,0.9963235294117647,0.03676470588235294,52.90910801386328,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,0.9963235294117647,0.04411764705882353,52.68868971161702,False,True,True,True,True,True,True,True,False
HuggingFaceH4/zephyr-7b-beta,microsoft/Phi-3-mini-128k-instruct,0.9965397923875432,0.014705882352941176,50.96575247688003,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,nvidia/Llama3-ChatQA-1.5-8B,0.9969723183391004,0.03676470588235294,55.436408808815585,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,ibm-granite/granite-3.1-8b-instruct,0.9974048442906575,0.029411764705882353,59.12753924174726,False,True,True,True,True,True,True,True,False
google/gemma-1.1-2b-it,google/gemma-1.1-7b-it,0.9976211072664359,0.022058823529411766,51.28567770757149,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9978373702422145,0.029411764705882353,52.94884760524924,False,True,True,True,True,True,True,True,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9978373702422145,0.04411764705882353,64.79710608152723,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3-mini-4k-instruct,0.9978373702422145,0.03676470588235294,55.54411062035975,False,True,True,True,True,True,True,True,False
Deci/DeciLM-7B-instruct,ibm-granite/granite-3.0-8b-instruct,0.9984861591695502,0.029411764705882353,63.65038611461648,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,tiiuae/Falcon3-10B-Instruct,0.9984861591695502,0.03676470588235294,53.13501560638322,False,False,False,False,False,False,False,False,False
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9984861591695502,0.022058823529411763,68.4267024119155,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-128k-instruct,microsoft/Phi-3-mini-128k-instruct,0.9984861591695502,0.022058823529411763,51.15025672733514,False,True,True,True,True,True,True,True,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2-1.5B-Instruct,0.9987024221453287,0.022058823529411766,53.86066829026237,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,openchat/openchat_3.5,0.9987024221453287,0.022058823529411763,54.41670635386195,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-1.5B-Instruct,tiiuae/Falcon3-10B-Instruct,0.9987024221453287,0.014705882352941176,56.50176190458198,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,google/gemma-7b-it,0.9987024221453287,0.03676470588235294,52.629279268261534,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-7B-Instruct,upstage/SOLAR-10.7B-Instruct-v1.0,0.9989186851211073,0.007352941176470588,56.028829317346435,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9989186851211073,0.014705882352941176,54.37094841133065,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-1.5B-Instruct,ibm-granite/granite-3.0-8b-instruct,0.9991349480968859,0.03676470588235294,62.862553882457185,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,microsoft/Phi-3-mini-128k-instruct,0.9991349480968859,0.014705882352941176,56.03528666096035,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.1,0.9991349480968859,0.014705882352941176,57.60756640917914,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,openchat/openchat-3.6-8b-20240522,0.9991349480968859,0.029411764705882353,57.110854976866655,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,microsoft/Phi-3-mini-4k-instruct,0.9991349480968859,0.007352941176470588,61.76640305195228,False,True,True,True,True,True,True,True,False
CohereForAI/aya-23-8B,ibm-granite/granite-3.1-8b-instruct,0.9993512110726643,0.029411764705882353,54.67575334572355,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,nvidia/Llama3-ChatQA-1.5-8B,0.9993512110726643,0.007352941176470588,60.15959756367977,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,ibm-granite/granite-3.1-8b-instruct,0.9993512110726643,0.007352941176470588,53.92900077057472,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,Qwen/Qwen2.5-3B-Instruct,0.9993512110726643,0.022058823529411763,54.77380670834376,False,True,True,True,True,True,True,True,False
Qwen/Qwen2-7B-Instruct,ibm-granite/granite-3.0-8b-instruct,0.9993512110726643,0.022058823529411766,63.51374078352756,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,ibm-granite/granite-3.1-8b-instruct,0.9993512110726643,0.029411764705882353,54.86289525588402,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,mistralai/Mistral-7B-Instruct-v0.3,0.9993512110726643,0.007352941176470588,60.594622083968225,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,tiiuae/Falcon3-7B-Instruct,0.9993512110726643,0.014705882352941176,65.69089547896952,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,google/gemma-7b-it,0.9993512110726643,0.014705882352941176,56.398023260851964,False,True,True,True,True,True,True,True,False
ibm-granite/granite-3.0-8b-instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9993512110726643,0.022058823529411763,66.54035393765565,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,togethercomputer/Llama-2-7B-32K-Instruct,0.9993512110726643,0.022058823529411766,56.702491353737926,True,False,True,True,True,False,True,True,False
meta-llama/Llama-3.2-1B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9993512110726643,0.014705882352941176,61.154740219439276,False,True,True,True,True,True,True,True,False
microsoft/Phi-3-medium-4k-instruct,microsoft/Phi-3.5-mini-instruct,0.9993512110726643,0.014705882352941176,61.40109918229312,False,True,True,True,True,True,True,True,False
CohereForAI/aya-23-8B,Deci/DeciLM-7B-instruct,0.9995674740484429,0.007352941176470588,55.2146284276233,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,mistralai/Mistral-7B-Instruct-v0.1,0.9995674740484429,0.014705882352941176,57.4312786806157,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,internlm/internlm2_5-7b-chat,0.9995674740484429,0.022058823529411766,61.79738185212984,False,False,False,False,False,False,False,False,False
Qwen/Qwen2-7B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,0.9995674740484429,0.007352941176470588,60.56589499750611,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,mistralai/Mistral-7B-Instruct-v0.1,0.9995674740484429,0.03676470588235294,54.13838776021501,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,microsoft/Phi-3-mini-128k-instruct,0.9995674740484429,0.014705882352941176,54.45919953325049,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,nvidia/Llama3-ChatQA-1.5-8B,0.9995674740484429,0.007352941176470588,65.43980961522,False,True,True,True,True,False,True,True,False
mistralai/Mistral-7B-Instruct-v0.1,utter-project/EuroLLM-1.7B-Instruct,0.9995674740484429,0.007352941176470588,58.38358056983154,False,False,False,False,False,False,False,False,False
openchat/openchat_3.5,upstage/SOLAR-10.7B-Instruct-v1.0,0.9995674740484429,0.007352941176470588,58.688443877810634,True,False,True,True,True,False,False,True,True
Deci/DeciLM-7B-instruct,Qwen/Qwen2.5-0.5B-Instruct,0.9997837370242214,0.007352941176470588,56.145136038143335,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,meta-llama/Llama-2-7b-chat-hf,0.9997837370242214,0.007352941176470588,51.09432400994978,False,False,False,False,False,False,False,True,False
Deci/DeciLM-7B-instruct,tiiuae/Falcon3-10B-Instruct,0.9997837370242214,0.007352941176470588,57.3237048180803,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,Qwen/Qwen2.5-3B-Instruct,0.9997837370242214,0.04411764705882353,56.51876275807448,False,False,False,False,False,False,False,False,False
HuggingFaceH4/zephyr-7b-beta,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9997837370242214,0.007352941176470588,61.546662694969974,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,ibm-granite/granite-3.0-8b-instruct,0.9997837370242214,0.022058823529411766,65.68914778660573,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,meta-llama/Llama-3.2-3B-Instruct,0.9997837370242214,0.007352941176470588,56.370952818070705,False,False,False,False,False,False,False,False,False
Qwen/Qwen2.5-0.5B-Instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9997837370242214,0.014705882352941176,57.43141567869211,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Llama-3.2-3B-Instruct,0.9997837370242214,0.007352941176470588,65.69987583639457,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,meta-llama/Meta-Llama-3-8B-Instruct,0.9997837370242214,0.014705882352941176,67.47096753698271,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,tiiuae/Falcon3-10B-Instruct,0.9997837370242214,0.029411764705882353,53.62591984732401,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,meta-llama/Meta-Llama-3.1-8B-Instruct,0.9997837370242214,0.007352941176470588,60.87617929299931,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,mistralai/Mistral-7B-Instruct-v0.3,0.9997837370242214,0.007352941176470588,53.02511869627221,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,mistralai/Mistral-7B-Instruct-v0.2,0.9997837370242214,0.014705882352941176,61.3809134401774,False,False,False,False,False,False,False,False,False
meta-llama/Meta-Llama-3-8B-Instruct,togethercomputer/Llama-2-7B-32K-Instruct,0.9997837370242214,0.022058823529411766,65.77488278628566,False,False,False,False,False,False,True,False,False
meta-llama/Meta-Llama-3.1-8B-Instruct,tiiuae/Falcon3-10B-Instruct,0.9997837370242214,0.007352941176470588,62.7494365542932,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-medium-4k-instruct,tiiuae/Falcon3-10B-Instruct,0.9997837370242214,0.007352941176470588,59.45407728419201,False,False,False,False,False,False,False,False,False
microsoft/Phi-3-mini-128k-instruct,microsoft/Phi-3.5-mini-instruct,0.9997837370242214,0.014705882352941176,59.96665443691126,False,True,True,True,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.1,mistralai/Mistral-7B-Instruct-v0.3,0.9997837370242214,0.007352941176470588,49.11974068945646,False,True,True,True,True,True,True,True,False
mistralai/Mistral-7B-Instruct-v0.1,nvidia/Llama3-ChatQA-1.5-8B,0.9997837370242214,0.014705882352941176,58.93529453595814,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,tiiuae/Falcon3-10B-Instruct,0.9997837370242214,0.014705882352941176,55.64149422016711,False,False,False,False,False,False,False,False,False
mistralai/Mistral-7B-Instruct-v0.1,togethercomputer/Llama-2-7B-32K-Instruct,0.9997837370242214,0.007352941176470588,56.685341815358356,False,False,False,False,False,False,False,False,False
nvidia/Llama3-ChatQA-1.5-8B,openchat/openchat_3.5,0.9997837370242214,0.014705882352941176,62.30276614924747,False,False,False,False,False,False,False,False,False
openchat/openchat-3.6-8b-20240522,upstage/SOLAR-10.7B-Instruct-v1.0,0.9997837370242214,0.007352941176470588,53.9791895680765,False,False,False,False,False,False,True,False,False
CohereForAI/aya-23-8B,HuggingFaceH4/zephyr-7b-beta,1.0,0.0,58.025143236569264,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,Qwen/Qwen2-1.5B-Instruct,1.0,0.007352941176470588,62.28790722076369,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,Qwen/Qwen2-7B-Instruct,1.0,0.0,61.84255216684397,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,Qwen/Qwen2.5-0.5B-Instruct,1.0,0.007352941176470588,58.23317502581105,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,Qwen/Qwen2.5-3B-Instruct,1.0,0.0,56.09572364040431,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,google/gemma-1.1-2b-it,1.0,0.0,56.079994152623655,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,google/gemma-1.1-7b-it,1.0,0.0,57.84397194369534,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,google/gemma-2-9b-it,1.0,0.0,60.02410142150794,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,google/gemma-2b-it,1.0,0.0,60.589744153281835,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,google/gemma-7b-it,1.0,0.0,60.09159606885236,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,0.0,63.5668808563446,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,ibm-granite/granite-3.0-8b-instruct,1.0,0.051470588235294115,59.55726668278823,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,internlm/internlm2_5-7b-chat,1.0,0.0,59.30376846596789,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,meta-llama/Llama-2-7b-chat-hf,1.0,0.0,58.899781604018415,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,meta-llama/Llama-3.2-1B-Instruct,1.0,0.0,60.28375917021103,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,meta-llama/Llama-3.2-3B-Instruct,1.0,0.0,60.95009785843062,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.007352941176470588,57.25892317197701,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,64.94283069683691,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,57.11448420448832,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,60.928800946870446,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,microsoft/Phi-3-mini-128k-instruct,1.0,0.007352941176470588,53.89294505107493,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,microsoft/Phi-3-mini-4k-instruct,1.0,0.007352941176470588,53.30001420269536,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,microsoft/Phi-3.5-mini-instruct,1.0,0.0,65.09085587240935,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,58.50344441990888,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,62.05117514436888,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,56.768166691211285,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,openchat/openchat-3.6-8b-20240522,1.0,0.0,61.2315986526148,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,openchat/openchat_3.5,1.0,0.0,56.82035951343582,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,tiiuae/Falcon3-10B-Instruct,1.0,0.0,59.847732872239796,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,tiiuae/Falcon3-7B-Instruct,1.0,0.0,57.139355564504605,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,62.27341537016367,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,63.05336240930508,False,False,False,False,False,False,False,False,False
CohereForAI/aya-23-8B,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,61.387718278559554,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,HuggingFaceH4/zephyr-7b-beta,1.0,0.0,56.5063974521263,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2-7B-Instruct,1.0,0.0,57.14932220247603,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,Qwen/Qwen2.5-3B-Instruct,1.0,0.0,58.8737517019928,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-1.1-2b-it,1.0,0.0,60.627087558694434,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-1.1-7b-it,1.0,0.0,62.190070965230426,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-2-9b-it,1.0,0.0,62.183282883561084,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-2b-it,1.0,0.0,61.435021576878945,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,google/gemma-7b-it,1.0,0.0,66.15820107910318,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,0.0,63.417852785247234,False,False,False,False,False,False,False,False,False
Deci/DeciLM-7B-instruct,ibm-granite/granite-3.1-8b-instruct,1.0,0.007352941176470588,58.864859103246374,False,False,False,False,False,False,False,False,False
