a,b,auc,confusion_rate,centroid_dist,same_base,adjacent_version,near_relative,structurally_related,same_family,same_org,same_arch,same_tokenizer,relation_inferred
google/gemma-1.1-7b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.0,66.73708978313803,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,63.296831748112034,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,62.47701271337251,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,66.37162608612718,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,55.55685660397751,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,59.1658408345969,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,microsoft/Phi-3.5-mini-instruct,1.0,0.0,64.67269438939087,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,62.62037354490645,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,65.32722147216622,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,63.16353897544147,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,61.22002449142483,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,openchat/openchat-3.6-8b-20240522,1.0,0.0,60.42398626170816,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,openchat/openchat_3.5,1.0,0.0,56.28630413791178,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,tiiuae/Falcon3-10B-Instruct,1.0,0.0,58.751284457666856,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,tiiuae/Falcon3-7B-Instruct,1.0,0.0,62.836865195021836,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,57.12333316300854,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,52.85450388528018,False,False,False,False,False,False,False,False,False
google/gemma-1.1-7b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,61.33305201910956,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,google/gemma-2b-it,1.0,0.0,60.54264743800254,False,True,True,True,True,True,False,True,False
google/gemma-2-9b-it,google/gemma-7b-it,1.0,0.0,55.94899902417783,False,True,True,True,True,True,False,True,False
google/gemma-2-9b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,0.0,64.818767823948,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,ibm-granite/granite-3.0-8b-instruct,1.0,0.007352941176470588,70.01799557826945,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,ibm-granite/granite-3.1-8b-instruct,1.0,0.0,61.73085522077347,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,internlm/internlm2_5-7b-chat,1.0,0.007352941176470588,57.879606288626206,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Llama-2-7b-chat-hf,1.0,0.0,57.21186105970055,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,0.0,56.92772196033735,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.0,59.196581897309244,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,59.97132829322765,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,68.16286912937218,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,66.67430788228629,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,60.983027672830445,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,60.78024218907647,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,microsoft/Phi-3.5-mini-instruct,1.0,0.0,57.03036209763211,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,59.72226835183753,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,64.39036496345112,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,60.49481011636002,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,63.41306362328577,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,openchat/openchat-3.6-8b-20240522,1.0,0.0,63.8774648095202,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,openchat/openchat_3.5,1.0,0.0,61.34232323302423,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,tiiuae/Falcon3-10B-Instruct,1.0,0.0,62.505218821583284,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,tiiuae/Falcon3-7B-Instruct,1.0,0.0,63.34076759181287,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,62.464652894787726,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,63.11893506556647,False,False,False,False,False,False,False,False,False
google/gemma-2-9b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,61.8913489800004,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,0.0,59.168767195610464,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,ibm-granite/granite-3.0-8b-instruct,1.0,0.014705882352941176,59.40729575315553,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,ibm-granite/granite-3.1-8b-instruct,1.0,0.0,58.18561853163447,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,internlm/internlm2_5-7b-chat,1.0,0.0,61.953279845053,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Llama-2-7b-chat-hf,1.0,0.0,63.46726962970136,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,0.0,60.40846342038126,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,0.0,62.861361706461615,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.0,55.533123932637814,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,64.70375070018225,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,68.75601279519073,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,69.34412054280517,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,61.89620351358919,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,62.171015120028436,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,microsoft/Phi-3.5-mini-instruct,1.0,0.0,60.36759473215756,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,56.835881787278474,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,59.89870153922066,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,61.48876227293955,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,64.77993352244123,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,openchat/openchat-3.6-8b-20240522,1.0,0.0,58.85337735023533,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,openchat/openchat_3.5,1.0,0.0,56.04228403306029,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,tiiuae/Falcon3-10B-Instruct,1.0,0.0,59.03288077465951,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,tiiuae/Falcon3-7B-Instruct,1.0,0.0,65.7332306373852,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,62.992799637688954,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,64.23710422132963,False,False,False,False,False,False,False,False,False
google/gemma-2b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,65.94722561928072,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,gradientai/Llama-3-8B-Instruct-Gradient-1048k,1.0,0.0,60.97609933622921,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,ibm-granite/granite-3.0-8b-instruct,1.0,0.014705882352941176,60.7708654951822,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,ibm-granite/granite-3.1-8b-instruct,1.0,0.0,58.66190966313665,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,internlm/internlm2_5-7b-chat,1.0,0.0,62.65771683414283,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Llama-2-7b-chat-hf,1.0,0.0,60.80502454543375,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Llama-3.2-1B-Instruct,1.0,0.0,62.6327465290656,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Llama-3.2-3B-Instruct,1.0,0.0,63.47883511015993,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.0,63.23113522380144,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,65.74303028555178,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,67.18277503307871,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,65.46044939840615,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,59.42143749142338,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,60.94618644980305,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,microsoft/Phi-3.5-mini-instruct,1.0,0.0,61.86337641345119,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.007352941176470588,48.189019673227676,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,62.19329398092568,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,57.52399866514524,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,63.67340237833517,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,openchat/openchat-3.6-8b-20240522,1.0,0.0,63.163417630585414,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,openchat/openchat_3.5,1.0,0.0,59.84240121925023,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,tiiuae/Falcon3-10B-Instruct,1.0,0.0,59.75643167056575,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,tiiuae/Falcon3-7B-Instruct,1.0,0.0,65.76092437279176,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,57.347670862882005,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,64.58175207613684,False,False,False,False,False,False,False,False,False
google/gemma-7b-it,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,62.60663440179595,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,ibm-granite/granite-3.0-8b-instruct,1.0,0.007352941176470588,56.69030270578821,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,ibm-granite/granite-3.1-8b-instruct,1.0,0.0,62.63464642267945,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,internlm/internlm2_5-7b-chat,1.0,0.0,60.418069612294246,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,meta-llama/Llama-2-7b-chat-hf,1.0,0.0,63.748367544066205,False,False,False,False,False,False,True,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,meta-llama/Llama-3.2-1B-Instruct,1.0,0.0,52.04864577278541,False,True,True,True,True,False,True,True,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,meta-llama/Llama-3.2-3B-Instruct,1.0,0.007352941176470588,56.56899415312879,False,True,True,True,True,False,True,True,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.014705882352941176,59.46087533235861,True,False,True,True,True,False,True,True,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,64.09210666765658,False,True,True,True,True,False,True,True,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,63.113398637032596,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,64.67881972242179,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,54.662943319466564,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,56.90943425211948,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,microsoft/Phi-3.5-mini-instruct,1.0,0.0,61.24911479974995,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.007352941176470588,52.075416403999206,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,54.00253573369735,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,60.23916749167883,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,53.31043306953088,True,False,True,True,True,False,True,True,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,openchat/openchat-3.6-8b-20240522,1.0,0.0,68.1759302343132,True,False,True,True,True,False,True,True,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,openchat/openchat_3.5,1.0,0.0,65.04522818761204,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,tiiuae/Falcon3-10B-Instruct,1.0,0.0,60.03969165706448,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,tiiuae/Falcon3-7B-Instruct,1.0,0.0,64.77911275967608,False,False,False,False,False,False,False,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,53.86264472616376,False,False,False,False,False,False,True,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,64.78766475542189,False,False,False,False,False,False,True,False,False
gradientai/Llama-3-8B-Instruct-Gradient-1048k,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,55.74271864169779,False,False,False,False,False,False,True,False,False
ibm-granite/granite-3.0-8b-instruct,internlm/internlm2_5-7b-chat,1.0,0.014705882352941176,63.36633236561737,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,meta-llama/Llama-2-7b-chat-hf,1.0,0.014705882352941176,66.00392805352439,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,meta-llama/Llama-3.2-1B-Instruct,1.0,0.022058823529411766,59.795113100779375,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,meta-llama/Llama-3.2-3B-Instruct,1.0,0.014705882352941176,62.08309612416631,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,microsoft/Phi-3-medium-128k-instruct,1.0,0.007352941176470588,61.17449213264315,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,66.04599084017741,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,microsoft/Phi-3-mini-128k-instruct,1.0,0.03676470588235294,53.91763109112186,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,microsoft/Phi-3-mini-4k-instruct,1.0,0.029411764705882353,58.955609938550054,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.007352941176470588,68.24397757470307,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.022058823529411766,58.49097017877504,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.022058823529411766,59.66304874461682,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.014705882352941176,60.21357940702902,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,openchat/openchat_3.5,1.0,0.029411764705882353,57.26886166651089,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.007352941176470588,66.70679557931203,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.014705882352941176,60.09295411497924,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.014705882352941176,65.69531432447452,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.0-8b-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.007352941176470588,65.01119216623061,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,internlm/internlm2_5-7b-chat,1.0,0.014705882352941176,58.27244678654467,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,meta-llama/Llama-2-7b-chat-hf,1.0,0.007352941176470588,62.86424944633444,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,meta-llama/Llama-3.2-1B-Instruct,1.0,0.0,54.404296671971196,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,meta-llama/Llama-3.2-3B-Instruct,1.0,0.007352941176470588,54.57113497308084,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.014705882352941176,60.014727120285706,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,63.788492136050124,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,62.6948003103789,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,60.47544746126398,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,microsoft/Phi-3.5-mini-instruct,1.0,0.0,57.48554653416862,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,56.46348108307629,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,55.77152850492771,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,60.88860695133218,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,openchat/openchat-3.6-8b-20240522,1.0,0.0,55.59843071802756,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,openchat/openchat_3.5,1.0,0.0,55.98681286942796,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,tiiuae/Falcon3-10B-Instruct,1.0,0.0,61.76361494100796,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,tiiuae/Falcon3-7B-Instruct,1.0,0.0,62.74686446232614,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,61.287402215512465,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,63.989483692705406,False,False,False,False,False,False,False,False,False
ibm-granite/granite-3.1-8b-instruct,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,60.665191113450994,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,meta-llama/Llama-2-7b-chat-hf,1.0,0.0,53.293300354355,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,meta-llama/Llama-3.2-1B-Instruct,1.0,0.014705882352941176,58.458538022426296,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,meta-llama/Llama-3.2-3B-Instruct,1.0,0.0,57.24501996609809,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.007352941176470588,63.487796019896486,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,59.543387902942655,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,61.6664534619755,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,65.73868946370284,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,52.51564153339375,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,59.165069610123716,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,microsoft/Phi-3.5-mini-instruct,1.0,0.0,64.21494100126147,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,58.66604498070823,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,62.53842129667958,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,59.7858038897327,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,60.7595597271325,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,openchat/openchat-3.6-8b-20240522,1.0,0.007352941176470588,60.85275784496938,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,openchat/openchat_3.5,1.0,0.0,57.346343556983655,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,tiiuae/Falcon3-10B-Instruct,1.0,0.007352941176470588,59.22914380600765,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,tiiuae/Falcon3-7B-Instruct,1.0,0.007352941176470588,56.74084570489841,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,togethercomputer/Llama-2-7B-32K-Instruct,1.0,0.0,57.19196764813879,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,upstage/SOLAR-10.7B-Instruct-v1.0,1.0,0.0,53.60448501395349,False,False,False,False,False,False,False,False,False
internlm/internlm2_5-7b-chat,utter-project/EuroLLM-1.7B-Instruct,1.0,0.0,64.53337512012625,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-3.2-1B-Instruct,1.0,0.0,65.67782723883076,False,False,False,False,False,True,True,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Llama-3.2-3B-Instruct,1.0,0.0,58.87592150112076,False,False,False,False,False,True,True,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Meta-Llama-3-8B-Instruct,1.0,0.0,62.68578350143296,False,False,False,False,False,True,True,False,False
meta-llama/Llama-2-7b-chat-hf,meta-llama/Meta-Llama-3.1-8B-Instruct,1.0,0.007352941176470588,66.92866438831828,False,False,False,False,False,True,True,False,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-medium-128k-instruct,1.0,0.0,61.41781747891925,False,False,False,False,False,False,False,True,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-medium-4k-instruct,1.0,0.0,66.71017091576586,False,False,False,False,False,False,False,True,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-mini-128k-instruct,1.0,0.0,53.73823473638011,False,False,False,False,False,False,False,True,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3-mini-4k-instruct,1.0,0.0,58.462538957020826,False,False,False,False,False,False,False,True,False
meta-llama/Llama-2-7b-chat-hf,microsoft/Phi-3.5-mini-instruct,1.0,0.0,62.9097279360038,False,False,False,False,False,False,False,True,False
meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.1,1.0,0.0,59.57584687455149,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.2,1.0,0.0,57.85503088529394,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,mistralai/Mistral-7B-Instruct-v0.3,1.0,0.0,58.99040010681798,False,False,False,False,False,False,False,False,False
meta-llama/Llama-2-7b-chat-hf,nvidia/Llama3-ChatQA-1.5-8B,1.0,0.0,59.420667079808,False,False,False,False,False,False,True,False,False
meta-llama/Llama-2-7b-chat-hf,openchat/openchat-3.6-8b-20240522,1.0,0.0,64.61330864717495,False,False,False,False,False,False,True,False,False
